# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.006615453117655212e+00 4.988957645809646291e-01 6.191917916573914660e-01 2.844241326373930789e-01 2.441445167205465172e-01 3.729816341581013717e-01 1.752735165140743290e-01 8.967373175306467270e-02 2.843351693541018022e-01 9.382910424421642137e-01 3.651852972023618138e-01 6.265400365588003062e-01 2.811278066028279343e-01 2.584082848213151151e-01 3.332855846937223809e-01 1.886130510203104238e-01 7.209767186615934076e-02 2.693955035043298918e-01 1.006615453117655212e+00 4.988957645809646291e-01 6.191917916573914660e-01 2.844241326373930789e-01 2.441445167205465172e-01 3.729816341581013717e-01 1.752735165140743290e-01 8.967373175306467270e-02 2.843351693541018022e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 5.215548293946868690e-05 4.854001771934588746e-05 4.320449663289612521e-05 3.681675785522782023e-05 3.687448542033634573e-05 4.615147994810254762e-05 3.892491342943458393e-05 2.836891504752596811e-05 4.288113771864689595e-05 2.485666680344837131e-05 1.559170349029642924e-05 1.252146948560702833e-05 1.958330844076996004e-05 1.006334402017950564e-05 1.694715421188461426e-05 1.643257191588204494e-05 1.526353239493623826e-05 1.537767541908056728e-05 5.215548293946868690e-05 4.854001771934588746e-05 4.320449663289612521e-05 3.681675785522782023e-05 3.687448542033634573e-05 4.615147994810254762e-05 3.892491342943458393e-05 2.836891504752596811e-05 4.288113771864689595e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 1.413771938029151377e-05 1.698670318670989984e-05 1.712471150772504924e-05 1.064859449469146320e-05 1.088011909842341722e-05 1.128011086973629286e-05 1.250629829938554217e-05 1.025116600481906659e-05 1.209906284068272953e-05 7.133846464129110039e-06 5.491350232227450736e-06 6.523120286450626147e-06 3.227575396162753915e-06 3.084464287499431391e-06 4.841868794839260842e-06 4.632586758170760094e-06 4.963517232840362387e-06 4.171651343733698679e-06 1.413771938029151377e-05 1.698670318670989984e-05 1.712471150772504924e-05 1.064859449469146320e-05 1.088011909842341722e-05 1.128011086973629286e-05 1.250629829938554217e-05 1.025116600481906659e-05 1.209906284068272953e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 5.424285174407851974e-06 7.783060064584077544e-06 8.205836601394605925e-06 4.479117933038880257e-06 5.029355126545221271e-06 4.631876725131822705e-06 6.301475958065274866e-06 5.046803231382555736e-06 5.249455667875795330e-06 2.586336039439843128e-06 2.477935860311948771e-06 3.142089134285025874e-06 9.268455209794029342e-07 1.494028720061361403e-06 1.902956163393022380e-06 2.034796526053562003e-06 2.178062809505151003e-06 1.550540526637999472e-06 5.424285174407851974e-06 7.783060064584077544e-06 8.205836601394605925e-06 4.479117933038880257e-06 5.029355126545221271e-06 4.631876725131822705e-06 6.301475958065274866e-06 5.046803231382555736e-06 5.249455667875795330e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 2.419758505261024144e-04 3.972766993085050742e-05 3.027633692669191542e-05 2.206339909386922677e-04 3.097128775823047506e-04 1.780143447100224013e-04 1.190730055112440116e-04 8.231685970044079628e-06 2.435797478208908578e-04 2.422521996263322128e-04 3.378116062628340656e-05 2.604350265195761157e-05 2.062906985284415292e-04 2.746424834664193144e-04 1.678854511819700631e-04 1.118561056766696527e-04 7.872701036731486615e-06 2.314461994494719185e-04 2.419758505261024144e-04 3.972766993085050742e-05 3.027633692669191542e-05 2.206339909386922677e-04 3.097128775823047506e-04 1.780143447100224013e-04 1.190730055112440116e-04 8.231685970044079628e-06 2.435797478208908578e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 6.360860056652243640e-06 2.604197530791906057e-06 4.659529212138154999e-06 4.122539569778888922e-06 4.163661533606809061e-06 9.364370530006008964e-06 4.001771275591454777e-06 2.113030600935086226e-06 1.317370215508694121e-05 6.066449963069481405e-06 9.640630334868862465e-07 3.619756467864245720e-06 2.865281405342389041e-06 2.449390541245780263e-06 8.373312198187052337e-06 2.430150495141372057e-06 1.014190572299057120e-06 1.192971659813122718e-05 6.360860056652243640e-06 2.604197530791906057e-06 4.659529212138154999e-06 4.122539569778888922e-06 4.163661533606809061e-06 9.364370530006008964e-06 4.001771275591454777e-06 2.113030600935086226e-06 1.317370215508694121e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 9.085951197432287939e-07 1.342943772811452751e-06 2.007869315406106607e-06 8.764543989428235415e-07 1.191737168597652577e-06 1.057478119508536105e-06 1.442018527432494277e-06 1.146449343473962260e-06 1.586034343812541024e-06 5.224151936796512116e-07 5.169804440085823333e-07 1.293331822422454711e-06 2.901163696466121046e-07 4.062350344429621286e-07 4.900227381637819424e-07 5.527089183943431467e-07 4.292202996203905423e-07 7.598447009792570759e-07 9.085951197432287939e-07 1.342943772811452751e-06 2.007869315406106607e-06 8.764543989428235415e-07 1.191737168597652577e-06 1.057478119508536105e-06 1.442018527432494277e-06 1.146449343473962260e-06 1.586034343812541024e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 7.781359960825345057e-07 7.713014678310644020e-06 3.957907283381914550e-06 4.647136685154970534e-06 1.160169409622340833e-05 2.013285163811936905e-06 9.178733052816698086e-06 1.305317866984782348e-06 4.660651369030498816e-05 4.863119708811095238e-07 7.115728894210198323e-06 3.880483740062463854e-06 4.710824007793375332e-06 1.012173662521453247e-05 1.219916080327003054e-06 7.878391458378890505e-06 6.934042488033012246e-07 4.229096379476092888e-05 7.781359960825345057e-07 7.713014678310644020e-06 3.957907283381914550e-06 4.647136685154970534e-06 1.160169409622340833e-05 2.013285163811936905e-06 9.178733052816698086e-06 1.305317866984782348e-06 4.660651369030498816e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 1.390195401440552623e-06 7.878502342804732610e-07 9.782379181296467784e-07 7.535336475896654202e-07 8.130922795302380115e-07 1.364457214661412065e-06 1.365240210795565566e-06 7.027900069484804196e-07 2.298468038994495868e-06 1.378391580777030502e-06 3.357437684393049800e-07 5.577361723681919880e-07 5.290701850442927241e-07 4.309594458990073000e-07 1.054121087896238088e-06 8.859954359524348982e-07 3.489054949083250770e-07 1.672112269627642078e-06 1.390195401440552623e-06 7.878502342804732610e-07 9.782379181296467784e-07 7.535336475896654202e-07 8.130922795302380115e-07 1.364457214661412065e-06 1.365240210795565566e-06 7.027900069484804196e-07 2.298468038994495868e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 3.883881702735972465e-05 7.573131358820412821e-07 1.365942674097701783e-06 3.940201256453418398e-05 2.376425603743025222e-05 4.306325305138407767e-05 8.266411748187406898e-07 1.596217328678548511e-05 1.350707145539112353e-06 3.848431743187323290e-05 3.940606454864966356e-07 1.308229157181745975e-06 3.840054942762181878e-05 2.154315356064419814e-05 4.068936358111484362e-05 5.160005509726877421e-07 1.563739824725429928e-05 9.976912601953565557e-07 3.883881702735972465e-05 7.573131358820412821e-07 1.365942674097701783e-06 3.940201256453418398e-05 2.376425603743025222e-05 4.306325305138407767e-05 8.266411748187406898e-07 1.596217328678548511e-05 1.350707145539112353e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
