# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.712052536010742188e+01 0.000000000000000000e+00 3.286972343921661377e-01 3.313696682453155518e-01 1.192866921424865723e+00 1.712052536010742188e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 6.192502100020647049e-03 0.000000000000000000e+00 1.881071329989936203e-05 8.679950842633843422e-04 8.821248775348067284e-04 6.192502100020647049e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 1.628978410735726357e-03 0.000000000000000000e+00 2.798473815346369520e-06 2.842441317625343800e-04 1.365632633678615093e-04 1.628978410735726357e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 8.243351476266980171e-04 0.000000000000000000e+00 1.310653146902041044e-06 1.504538086010143161e-04 8.132957736961543560e-05 8.243351476266980171e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 6.675175391137599945e-04 0.000000000000000000e+00 6.378268153639510274e-06 8.640359737910330296e-05 5.446111390483565629e-05 6.675175391137599945e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 3.358453977853059769e-04 0.000000000000000000e+00 2.068483127004583366e-07 5.578300624620169401e-05 3.630258652265183628e-05 3.358453977853059769e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 7.361650932580232620e-04 0.000000000000000000e+00 9.927908104145899415e-05 3.799437399720773101e-05 2.283924186485819519e-05 7.361650932580232620e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 1.976291969185695052e-04 0.000000000000000000e+00 1.608140962616744218e-07 2.813648825394921005e-05 1.308965420321328565e-05 1.976291969185695052e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 1.704081660136580467e-04 0.000000000000000000e+00 2.250299758088658564e-06 2.285648770339321345e-05 7.338958766922587529e-06 1.704081660136580467e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 1.548337459098547697e-04 0.000000000000000000e+00 6.819228019594447687e-06 2.022298212978057563e-05 4.648782123695127666e-06 1.548337459098547697e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 3.625217650551348925e-04 0.000000000000000000e+00 4.625210294761927798e-07 1.761664680088870227e-05 3.462015001787221991e-06 3.625217650551348925e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
