0 [1.0, 1.0, 1.0]
600 [3.90e-01, 1.21e+00, 5.09e-01]
1200 [2.94e-01, 1.73e+00, 3.30e-01]
1800 [3.79e-01, 2.41e+00, 2.03e-01]
2400 [4.10e-01, 3.12e+00, 1.49e-01]
3000 [4.42e-01, 3.83e+00, 1.28e-01]
3600 [4.69e-01, 4.52e+00, 1.21e-01]
4200 [4.92e-01, 5.18e+00, 1.18e-01]
4800 [5.18e-01, 5.84e+00, 1.15e-01]
5400 [5.50e-01, 6.50e+00, 1.14e-01]
6000 [5.80e-01, 7.15e+00, 1.10e-01]
6600 [6.16e-01, 7.80e+00, 1.13e-01]
7200 [6.56e-01, 8.47e+00, 1.26e-01]
7800 [7.01e-01, 9.17e+00, 1.60e-01]
8400 [1.59e+00, 1.02e+01, 1.18e+00]
9000 [2.66e+00, 1.10e+01, 1.83e+00]
9600 [3.52e+00, 1.16e+01, 2.25e+00]
10200 [4.19e+00, 1.21e+01, 2.51e+00]
10800 [4.77e+00, 1.26e+01, 2.68e+00]
11400 [5.28e+00, 1.30e+01, 2.75e+00]
12000 [5.74e+00, 1.34e+01, 2.78e+00]
12600 [6.18e+00, 1.38e+01, 2.78e+00]
13200 [6.65e+00, 1.41e+01, 2.77e+00]
13800 [7.09e+00, 1.43e+01, 2.75e+00]
14400 [7.51e+00, 1.46e+01, 2.73e+00]
15000 [7.91e+00, 1.47e+01, 2.71e+00]
15600 [8.28e+00, 1.48e+01, 2.70e+00]
16200 [8.63e+00, 1.49e+01, 2.69e+00]
16800 [8.93e+00, 1.49e+01, 2.69e+00]
17400 [9.18e+00, 1.49e+01, 2.68e+00]
18000 [9.39e+00, 1.49e+01, 2.68e+00]
18600 [9.55e+00, 1.50e+01, 2.67e+00]
19200 [9.66e+00, 1.50e+01, 2.67e+00]
19800 [9.74e+00, 1.50e+01, 2.67e+00]
20400 [9.80e+00, 1.50e+01, 2.67e+00]
21000 [9.83e+00, 1.50e+01, 2.67e+00]
21600 [9.86e+00, 1.50e+01, 2.67e+00]
22200 [9.87e+00, 1.50e+01, 2.67e+00]
22800 [9.89e+00, 1.50e+01, 2.67e+00]
23400 [9.90e+00, 1.50e+01, 2.67e+00]
24000 [9.91e+00, 1.50e+01, 2.67e+00]
24600 [9.91e+00, 1.50e+01, 2.67e+00]
25200 [9.92e+00, 1.50e+01, 2.67e+00]
25800 [9.93e+00, 1.50e+01, 2.67e+00]
26400 [9.93e+00, 1.50e+01, 2.67e+00]
27000 [9.94e+00, 1.50e+01, 2.67e+00]
27600 [9.94e+00, 1.50e+01, 2.67e+00]
28200 [9.94e+00, 1.50e+01, 2.67e+00]
28800 [9.95e+00, 1.50e+01, 2.67e+00]
29400 [9.95e+00, 1.50e+01, 2.67e+00]
30000 [9.95e+00, 1.50e+01, 2.67e+00]
30600 [9.95e+00, 1.50e+01, 2.67e+00]
31200 [9.96e+00, 1.50e+01, 2.67e+00]
31800 [9.96e+00, 1.50e+01, 2.67e+00]
32400 [9.96e+00, 1.50e+01, 2.67e+00]
33000 [9.96e+00, 1.50e+01, 2.67e+00]
33600 [9.97e+00, 1.50e+01, 2.67e+00]
34200 [9.97e+00, 1.50e+01, 2.67e+00]
34800 [9.97e+00, 1.50e+01, 2.67e+00]
35400 [9.97e+00, 1.50e+01, 2.67e+00]
36000 [9.97e+00, 1.50e+01, 2.67e+00]
36600 [9.97e+00, 1.50e+01, 2.67e+00]
37200 [9.97e+00, 1.50e+01, 2.67e+00]
37800 [9.98e+00, 1.50e+01, 2.67e+00]
38400 [9.98e+00, 1.50e+01, 2.67e+00]
39000 [9.98e+00, 1.50e+01, 2.67e+00]
39600 [9.98e+00, 1.50e+01, 2.67e+00]
40200 [9.98e+00, 1.50e+01, 2.67e+00]
40800 [9.98e+00, 1.50e+01, 2.67e+00]
41400 [9.98e+00, 1.50e+01, 2.67e+00]
42000 [9.98e+00, 1.50e+01, 2.67e+00]
42600 [9.98e+00, 1.50e+01, 2.67e+00]
43200 [9.98e+00, 1.50e+01, 2.67e+00]
43800 [9.98e+00, 1.50e+01, 2.67e+00]
44400 [9.99e+00, 1.50e+01, 2.67e+00]
45000 [9.99e+00, 1.50e+01, 2.67e+00]
45600 [9.99e+00, 1.50e+01, 2.67e+00]
46200 [9.99e+00, 1.50e+01, 2.67e+00]
46800 [9.99e+00, 1.50e+01, 2.67e+00]
47400 [9.99e+00, 1.50e+01, 2.67e+00]
48000 [9.99e+00, 1.50e+01, 2.67e+00]
48600 [9.99e+00, 1.50e+01, 2.67e+00]
49200 [9.99e+00, 1.50e+01, 2.67e+00]
49800 [9.99e+00, 1.50e+01, 2.67e+00]
50400 [9.99e+00, 1.50e+01, 2.67e+00]
51000 [9.99e+00, 1.50e+01, 2.67e+00]
51600 [9.99e+00, 1.50e+01, 2.67e+00]
52200 [9.99e+00, 1.50e+01, 2.67e+00]
52800 [9.99e+00, 1.50e+01, 2.67e+00]
53400 [9.99e+00, 1.50e+01, 2.67e+00]
54000 [9.99e+00, 1.50e+01, 2.67e+00]
54600 [1.00e+01, 1.50e+01, 2.67e+00]
55200 [1.00e+01, 1.50e+01, 2.67e+00]
55800 [1.00e+01, 1.50e+01, 2.67e+00]
56400 [1.00e+01, 1.50e+01, 2.67e+00]
57000 [1.00e+01, 1.50e+01, 2.67e+00]
57600 [1.00e+01, 1.50e+01, 2.67e+00]
58200 [1.00e+01, 1.50e+01, 2.67e+00]
58800 [1.00e+01, 1.50e+01, 2.67e+00]
59400 [1.00e+01, 1.50e+01, 2.67e+00]
60000 [1.00e+01, 1.50e+01, 2.67e+00]
